          0.000,          1.000           2.000           3.000           4.000           5.000           6.000           7.000           8.000           9.000          10.000          11.000          12.000          13.000          14.000          15.000          16.000          17.000          18.000          19.000          20.000          21.000          22.000          23.000          24.000          25.000          26.000          27.000          28.000
  0.0000000E+00, -0.6403910E+03,  0.5118468E+02, -0.1785642E+01,  0.1537750E+01, -0.1429190E+01,  0.1200601E+01, -0.3503186E+00,  0.1835121E+01, -0.3417792E+00,  0.8194184E+00, -0.1667476E+01,  0.1384747E+00, -0.2646129E+00,  0.4163090E+00, -0.3931788E+00,  0.6374903E+00, -0.1657983E+00,  0.5907106E+00, -0.2465742E+00,  0.3904808E+00, -0.4995825E+00,  0.1866391E+00,  0.1735328E+00,  0.4163090E+00, -0.3931788E+00, -0.1657983E+00,  0.5907106E+00, -0.4995825E+00
  0.2010000E+00, -0.6440452E+03,  0.5451722E+02, -0.1405562E+01, -0.1915538E+01, -0.4957206E+00, -0.1701906E+01,  0.1328537E+00,  0.2982503E+01,  0.6662267E+00,  0.1862428E+01, -0.6231993E+00,  0.8406565E+00, -0.1066661E+00, -0.9054521E-01,  0.5414611E+00, -0.1617154E+00,  0.4620446E+00, -0.4005215E+00,  0.2378329E+00, -0.1541745E+00,  0.3636635E+00, -0.1838593E+00, -0.2141435E+00, -0.9054521E-01,  0.5414611E+00,  0.4620446E+00, -0.4005215E+00,  0.3636635E+00
  0.3990000E+00, -0.5998279E+03,  0.4845635E+02, -0.1050606E+01,  0.1574078E+01, -0.5093758E+00, -0.1353043E+01,  0.2979768E+00,  0.2076154E+01, -0.1617939E+01, -0.5689096E-02,  0.7015557E+00,  0.6962305E+00,  0.3208787E-01,  0.8625848E-01, -0.5833742E-01, -0.2277423E+00, -0.4200391E+00, -0.3329806E-01, -0.4354376E+00,  0.3536595E+00, -0.2273552E+00,  0.4096716E+00,  0.1399955E+00,  0.8625848E-01, -0.5833742E-01, -0.4200391E+00, -0.3329806E-01, -0.2273552E+00
  0.6000000E+00, -0.5679675E+03,  0.4740354E+02,  0.4526433E-02, -0.4887047E+00, -0.3313075E+01, -0.9111525E+00,  0.1062021E+01,  0.1396207E+01, -0.3950197E+00, -0.6489152E+00, -0.9527975E-01, -0.7008389E+00,  0.2554353E+00, -0.6779936E+00,  0.4887134E+00,  0.1192120E+00, -0.2913110E+00,  0.1432763E+00, -0.1799276E+00,  0.3656517E+00,  0.6509082E+00, -0.2021863E+00, -0.2458746E+00, -0.6779936E+00,  0.4887134E+00, -0.2913110E+00,  0.1432763E+00,  0.6509082E+00
  0.8000000E+00, -0.5512341E+03,  0.4385556E+02, -0.1001666E+01, -0.1072009E+00, -0.2249289E+01,  0.1955177E+00, -0.9415426E+00, -0.2731053E+00,  0.6611512E+00, -0.1104344E+01,  0.6282948E-01, -0.4295837E+00, -0.1101381E+01, -0.6201767E-01,  0.9888044E-01, -0.5941441E+00,  0.6190577E+00,  0.2705574E+00,  0.4692442E+00, -0.2803718E+00, -0.6069543E+00, -0.2811135E-01, -0.1936728E-01, -0.6201767E-01,  0.9888044E-01,  0.6190577E+00,  0.2705574E+00, -0.6069543E+00
  0.1001000E+01, -0.5150928E+03,  0.3735167E+02,  0.1274260E+01,  0.7592269E-01,  0.1797084E+01, -0.2558485E+01,  0.4108198E+00, -0.4561177E+00, -0.1786010E+00,  0.7670617E+00,  0.9762143E+00, -0.9954190E+00, -0.5695008E+00,  0.4356041E-02,  0.4053900E+00, -0.3023947E+00, -0.8207273E+00, -0.8114806E+00,  0.1376832E+00, -0.3451668E+00,  0.1415552E+00, -0.3314931E-01, -0.1667374E+00,  0.4356041E-02,  0.4053900E+00, -0.8207273E+00, -0.8114806E+00,  0.1415552E+00
  0.1199000E+01, -0.4952917E+03,  0.3480488E+02,  0.7885392E+00, -0.1516084E+01,  0.1130909E+00, -0.3548100E+00,  0.2588531E+00, -0.1250167E+01,  0.3331550E-01, -0.1859001E+01,  0.9901838E+00, -0.1091843E+01,  0.9271131E+00,  0.5793923E+00,  0.1352254E+00, -0.6320526E-01, -0.4523560E-01,  0.6064331E+00, -0.5625395E-01, -0.2900001E+00, -0.3038202E+00, -0.6618947E+00,  0.5531970E+00,  0.5793923E+00,  0.1352254E+00, -0.4523560E-01,  0.6064331E+00, -0.3038202E+00
  0.1400000E+01, -0.4913173E+03,  0.3336668E+02,  0.1127573E+01, -0.1084075E+01, -0.5166106E-01,  0.1884099E+01,  0.3945580E+00, -0.1424030E+01, -0.1712571E-02,  0.5699458E+00, -0.1200357E+00,  0.1336848E+01,  0.1017302E+01, -0.2016849E+00,  0.4631283E+00,  0.2640298E+00, -0.4066409E+00, -0.1123166E+00,  0.3301280E+00,  0.1856701E+00,  0.3131854E-01,  0.5797319E+00,  0.2013925E+00, -0.2016849E+00,  0.4631283E+00, -0.4066409E+00, -0.1123166E+00,  0.3131854E-01
  0.1601000E+01, -0.4676225E+03,  0.2893628E+02,  0.6673978E-01,  0.5716288E+00,  0.1460920E+01,  0.4947976E+00, -0.2410358E+00, -0.3484447E+01, -0.2712567E+00, -0.3963427E+00,  0.9087957E+00, -0.5894395E+00,  0.7904417E+00,  0.1392723E-01,  0.1061509E+01,  0.7465120E-01,  0.5080123E-01,  0.1191092E+01,  0.3631161E+00,  0.7442060E+00,  0.5664528E+00,  0.4606905E-01, -0.2408946E+00,  0.1392723E-01,  0.1061509E+01,  0.5080123E-01,  0.1191092E+01,  0.5664528E+00
  0.1799000E+01, -0.4577426E+03,  0.2835655E+02, -0.3296726E+01, -0.1712399E+01,  0.2464172E+01,  0.1587453E+01, -0.8763260E+00, -0.2034638E+01,  0.2341420E+01, -0.5145934E+00,  0.5955278E-01,  0.3408068E+00, -0.4426903E+00,  0.1208701E+01,  0.3574578E+00,  0.2499820E+00, -0.2028352E+00, -0.1001660E+01, -0.1634861E-02,  0.3662711E+00, -0.2372412E+00, -0.2004368E+00, -0.2142411E+00,  0.1208701E+01,  0.3574578E+00, -0.2028352E+00, -0.1001660E+01, -0.2372412E+00
